8564564	Ace Combat 6: Fires of Liberation Platinum Hits
2755149	Ace Combat: Assault Horizon
1208344	Adrenalin Misfits
3622159	Air Conflicts: Secret Wars
2480232	Alice: Madness Returns
9504431	Alpha Protocol
3569099	Alvin and the Chipmunks: Chip Wrecked
3447762	Anarchy Reigns
1184298	Arcania: Gothic 4
9984142	Assassin's Creed Brotherhood
9331591	Assassin's Creed II Platinum Hits
8461915	Assassin's Creed Limited Edition
8438032	Assassin's Creed Platinum Hits
1338007	Assassin's Creed: Brotherhood Collector's Edition
2613542	Assassin's Creed: Revelations
9952004	Attack of the Movies 3-D
9963729	Backyard Sports Sandlot Sluggers
9396833	Band Hero
9927328	Batman: Arkham Asylum Game of the Year Edition
2173065	Batman: Arkham City
3046603	Batman: Arkham City Collector's Edition
3668336	Battlefield 3
2107458	Battlefield 3 Limited Edition
1182175	Battlefield: Bad Company 2 Ultimate Edition
8504353	Beautiful Katamari
2846098	Ben 10 Galactic Racing
9328809	BioShock 2
9739989	BioShock 2 Limited Edition
2953816	BioShock Infinite
3167059	Birds of Steel
3447468	Blackwater
3130065	Blades of Time
8498609	Blazing Angels 2: Secret Missions of WWII
9790751	Blood Bowl
1170735	Blood Stone 007
9406243	Blur
1997066	Body and Brain Connection
3180602	Bodycount
8988018	Bolt
9487067	Borderlands
3433032	Borderlands 2
1431386	Borderlands: Game of the Year Edition
9810374	Brink
7849894	Brothers in Arms: Hell's Highway
2087044	Brunswick Pro Bowling
9262237	Brütal Legend
1617038	Bulletstorm
1493444	CSI: Crime Scene Investigation - Fatal Conspiracy
9589956	CSI: Deadly Intent
3619076	Cabela's Adventure Camp
3455185	Cabela's Big Game Hunter 2012
3455398	Cabela's Big Game Hunter 2012 with Top Shot Elite Gun
3619085	Cabela's Big Game Hunter Hunting Party with Top Shot Sport
1404133	Cabela's Dangerous Hunts 2011
3581907	Cabela's Survival: Shadows of Katmai
3581961	Cabela's Survival: Shadows of Katmai with Top Shot Elite Peripheral
7836737	Call of Duty 2: Game of the Year Edition
8237259	Call of Duty 3: Gold Edition
8770868	Call of Duty 4: Modern Warfare Game of the Year Edition
9902347	Call of Duty: Black Ops
2833031	Call of Duty: Black Ops with First Strike Content Pack
9276473	Call of Duty: Modern Warfare 2
9345559	Call of Duty: Modern Warfare 2 Hardened Edition
2670133	Call of Duty: Modern Warfare 3
2945052	Call of Duty: Modern Warfare 3 Hardened Edition
1013666	Call of Duty: The War Collection
8887644	Call of Duty: World at War
2525293	Call of Juarez: The Cartel
2809529	Captain America: Super Soldier
2284728	Carnival Games: Monkey See, Monkey Do
9515937	Cars Race-O-Rama
3569363	Cartoon Network: Punch Time Explosion XL
1014064	Castlevania: Lords of Shadow
2712876	Catherine
2628429	Child of Eden
8534204	Crash of the Titans
1535718	Create
1563461	Crysis 2
1443131	DJ Hero
1066515	DJ Hero 2
1331217	Dance Central (Downloadable Content Token Card)
1580049	Dance Central
2281794	Dance Dance Revolution
1208486	Dance Masters
1981099	Dance Paradise
2758085	Dark Souls
1142357	DarkStar One: Broken Alliance
3905186	Darksiders II: Limited Edition
1778076	De Blob 2
2541184	Dead Island
9823769	Dead Rising 2
2737083	Dead Rising 2: Off The Record
1475036	Dead Space 2
4715623	Dead to Rights Platinum Hits - Xbox
1208468	Deca Sports Freedom
3425352	Deepak Chopra's Leela
1121373	Def Jam Rapstar
1251132	Deus Ex: Human Revolution
2202037	Deus Ex: Human Revolution Augmented Edition
8649714	Devil May Cry 4
2147483647	Digital Only Bundle
2663112	Dirt 3
9215814	Disney Sing It: High School Musical 3: Senior Year
9189415	Disney Sing It: High School Musical 3: Senior Year with Microphone
2769488	Disney Universe
2173135	Disney/Pixar Cars 2
9749358	Disney/Pixar Toy Story 3
2677215	Divinity II: The Dragon Knight Saga
8802414	Don King Presents Prizefighter
1685052	Dragon Age II
3552327	Dragon Ball Z: Ultimate Tenkaichi
3619173	DreamWorks Super Star Kartz
2106238	Dreamcast Collection
1092494	Driver San Francisco
2051131	Duke Nukem Forever
2319319	Dungeon Siege III
2138219	Dynasty Warriors 7
9808306	Dynasty Warriors: Strikeforce
9953959	EA SPORTS MMA
2758119	Earth Defense Force: Insect Armageddon
3209295	El Shaddai: Ascension of the Metatron
9927373	F.E.A.R. 3
8588334	F.E.A.R. Files
3301556	F1 2011
1011491	FIFA Soccer 11
2704058	FIFA Soccer 12
9827204	Fable II Platinum Hits
9854786	Fable III
8978369	FaceBreaker
9517748	Fairytale Fights
8813313	Fallout 3 Platinum Hits
9441712	Fallout 3: Broken Steel and Point Lookout Game Add-On Pack
9701377	Fallout New Vegas
3650045	Family Feud: 2012 Edition
3052094	Family Game Night 4: The Game Show
1802089	Fantastic Pets
8949365	Far Cry 2
1807118	Fight Night Champion
9285686	Fight Night: Round 4
1470129	Fighters Uncaged
3519923	Final Fantasy XIII - 2
9461183	Final Fantasy XIII
1493639	Fist of the North Star: Ken's Rage
9460736	Forza Motorsport 3
2078113	Forza Motorsport 4
2953607	Forza Motorsport 4: Limited Collector's Edition
1330193	Fracture
9343347	G-Force
9385809	G.I. Joe: The Rise of Cobra
1535584	Game Party: In Motion
8760398	Gears of War 2
9854804	Gears of War 3
2467183	Gears of War 3: Epic Edition
2467129	Gears of War 3: Limited Edition
2032076	Gears of War Triple Pack
3566857	GoldenEye 007: Reloaded
7959033	Grand Theft Auto IV Platinum Hits
1511584	Grand Theft Auto IV: The Complete Edition
3447362	Grease: Dance
1981345	Green Lantern: Rise of the Manhunters
8736601	Guitar Hero: Aerosmith
1066233	Guitar Hero: Warriors of Rock
7294661	Halo 3 Platinum Hits
9254111	Halo 3: ODST
2856544	Halo 4
2856517	Halo: Combat Evolved Anniversary
9713872	Halo: Reach
9854668	Halo: Reach Legendary Edition
9854507	Halo: Reach Limited Edition
9254255	Hannah Montana: The Movie
1324987	Harry Potter and the Deathly Hallows Part 1: The Videogame
2774101	Harry Potter and the Deathly Hallows Part 2
1011831	Hasbro Family Game Night 3
3052119	Hasbro Family Game Night Fun Pack
2759181	Heavy Fire: Afghanistan
2550207	History Great Battles Medieval
2824158	Hitman: Absolution
1067848	Homefront
2703101	Hulk Hogan's Main Event
1228993	Hunted: The Demon's Forge
8947768	Infinite Undiscovery
9823696	Iron Man 2
3648174	JASF: Jane's Advanced Strike Fighters
3569062	Jillian Michaels' Fitness Adventure
3105111	Jimmie Johnson's Anything with an Engine
3559471	Jurassic Park: The Game
9629647	Jurassic: The Hunted
2802508	Just Dance 3
3650391	Just Dance Kids 2
9956073	Kane and Lynch 2: Dog Days
8509447	Kengo: Legend of the 9
1179963	Kinect Joy Ride
1180104	Kinect Sports
2897055	Kinect Sports: Season Two
2823899	Kinect Star Wars
2897116	Kinect: Dance Central 2
2897073	Kinect: Disneyland Adventures
1180061	Kinectimals
2897091	Kinectimals: Now with Bears
9696416	Konami Classics Vol. 1
2432142	Kung Fu Panda 2
9976899	L.A. Noire
3802065	L.A. Noire: Complete Edition
8793326	LEGO Batman: The Videogame
9843708	LEGO Harry Potter: Years 1 – 4
3055161	LEGO Harry Potter: Years 5-7
9589313	LEGO Indiana Jones 2: The Adventure Continues
8829707	LEGO Indiana Jones: The Original Adventures
1816073	LEGO Pirates of the Caribbean: The Video Game
9328943	LEGO Rock Band
1775051	LEGO Star Wars III: The Clone Wars
8595763	LEGO Star Wars: The Complete Saga
8590562	Lara Croft Tomb Raider: Anniversary
9511432	Left 4 Dead 2
1254078	Legend of the Guardians: The Owls of Ga'Hoole
3827774	Let's Cheer
9562957	Lips: Number One Hits Exclusive Downloadable Colbie Caillat Songs Offer
9649243	Lost Planet 2
1121355	Lucha Libre AAA: Heroes Del Ring
2432045	MX vs. ATV Alive
8597556	MX vs. ATV: Untamed
9594469	Madagascar Kartz
9008511	Madagascar: Escape 2 Africa
9223501	Madden NFL 10
9791614	Madden NFL 11
2375195	Madden NFL 12
2856465	Madden NFL 12: Hall of Fame Edition
9261014	Mafia II
1808056	Major League Baseball 2K11
2524106	Man vs. Wild with Bear Grylls
1450317	Marvel Superhero Squad: The Infinity Gauntlet
1052221	Marvel vs. Capcom 3: Fate of Two Worlds
9663261	Mass Effect 2
2795128	Mass Effect 3
2889044	Mass Effect 3: N7 Collector's Edition
8323593	Mass Effect Platinum Hits
2808872	Max Payne 3
2138398	Mayhem 3D
9936089	Medal Of Honor
1450556	Megamind: Ultimate Showdown
2815178	Metal Gear Rising: Revengeance
3166581	Metal Gear Solid HD Collection
1563392	Michael Jackson: The Experience
2842602	Michael Phelps: Push the Limit
8878609	Midnight Club: Los Angeles
9540428	Midnight Club: Los Angeles Complete Edition Platinum Hits
1778119	MindJack
3558579	Minute to Win It
9092206	Mirror's Edge
1010544	Monopoly Streets
9333544	Monster Jam
1078792	Mortal Kombat
9092563	Mortal Kombat vs. DC Universe Platinum Hits
2703068	Motion Explosion
1338089	MotionSports
2842775	MotionSports: Adrenaline
1011067	MySims: SkyHeroes
9927451	N3 II: Ninety-Nine Nights
1953203	NASCAR 2011: The Game
3617069	NASCAR Unleashed
9540473	NBA 2K10 Anniversary Edition
1161734	NBA 2K11
2977637	NBA 2K12
8990014	NBA 2K9
1579138	NBA Jam
9622501	NCAA Basketball 10
9791723	NCAA Football 11
2340293	NCAA Football 12
3650503	NCIS
8994314	NFL Head Coach 09
9949037	NHL 11
2807036	NHL 12
2678241	Need For Speed: The Run
1032361	Need for Speed: Hot Pursuit
3166824	Never Dead
3826884	Nickelodeon Dance
2938114	Nicktoons MLB
9896071	Nier
2678108	Operation Flashpoint: Red River
2688108	Otomedius Excellent
2945626	Otomedius Excellent Special Edition
2904675	Overstrike
3152127	PES 2012: Pro Evolution Soccer
1309041	Plants vs. Zombies
9248833	PopCap Arcade Vol. 2
2146641	Portal 2
1208753	Power Gig: Rise of the SixString
2576068	PowerUp Heroes
3447113	Prey 2
9122683	Prince of Persia
9691527	Prince of Persia: The Forgotten Sands
3431061	Prototype 2
8882701	Pure
3720071	Puss in Boots
1228939	Rage
2141045	Rango
1315467	Rapala Pro Bass Fishing
3617087	Rapala for Kinect
3600554	Raving Rabbids: Alive & Kicking
3052076	Rayman Origins
2730972	Record of Agarest War Zero
2760575	Record of Agarest War Zero Limited Edition
9374134	Red Dead Redemption
3559578	Red Dead Redemption: Game of the Year Edition - PlayStation 3
3559505	Red Dead Redemption: Game of the Year Edition
1508787	Red Dead Redemption: Undead Nightmare
1067948	Red Faction: Armageddon
9166797	Resident Evil 5 Platinum Hits
2737171	Resident Evil: Operation Raccoon City Best Buy Limited Edition
2396097	Rio
2842639	Rise of Nightmares
1997154	Rock Band Country Track Pack 2
9522634	Rock Band Metal Track Pack
9057735	Rock Revolution
2633149	Rocksmith Best Buy Exclusive Edition - PlayStation 3
2633103	Rocksmith Best Buy Exclusive Edition
3046066	Rocksmith Best Buy Exclusive Edition Guitar Kit
3035168	SSX
8814811	Saints Row 2
1207275	Saints Row Platinum Hits Double Pack
2330703	Saints Row: The Third
3001046	Saints Row: The Third Platinum Pack
1440189	Saw II: Flesh and Blood
3653546	Self-Defense Training Camp
2842757	Sesame Street: Once Upon a Monster
9977237	Shaun White Skateboarding
1814093	Shift 2 Unleashed
2542914	Silent Hill: Downpour
9265387	Singularity
9865018	Skate 3
2212043	Skylanders: Spyro's Adventure Starter Pack
1004622	Sniper: Ghost Warrior
8589244	Soldier of Fortune: Payback
1470147	Sonic Free Riders
2833095	Sonic Generations
8963936	Sonic Unleashed
9215333	Sonic's Ultimate Genesis Collection Platinum Hits
8709203	Soul Calibur IV
3969086	Soul Calibur V
3184753	Spec Ops: The Line Premium Edition
3071408	Spider-Man: Edge of Time
1094401	Spider-Man: Shattered Dimensions
9936195	Splatterhouse
9417179	Split/Second
3655492	SpongeBob's Surf & Skate Roadtrip
9562261	SpongeBob's Truth or Square
8947205	Star Wars: The Force Unleashed
9980886	Star Wars: The Force Unleashed
9955514	Star Wars: The Force Unleashed II
1154546	Star Wars: The Force Unleashed II Collector's Edition
9257083	Stormrise
9166742	Street Fighter IV Platinum Hits
3967307	Street Fighter X Tekken Special Edition
2633158	Super Street Fighter IV: Arcade Edition
2598588	Supremacy MMA
9715591	TRON: Evolution
1318437	TRON: Evolution Collector's Edition
9291232	Tekken 6
9967476	Test Drive Unlimited 2
3653564	The Adventures of Tintin: The Game
1199284	The Biggest Loser: Ultimate Workout
3302121	The Black Eyed Peas Experience
2731025	The Cursed Crusade
2678578	The Elder Scrolls IV: Oblivion - 5th Anniversary Edition
3447104	The Elder Scrolls IV: Oblivion Game of the Year Edition
2095189	The Elder Scrolls V: Skyrim
3244621	The Elder Scrolls V: Skyrim Collector's Edition
2935092	The Gunstringer
3838112	The King of Fighters XIII
9018537	The Last Remnant
1989198	The Lord of the Rings: War in the North
3432088	The Lord of the Rings: War in the North Collector's Edition
8533848	The Orange Box Platinum Hits
3301256	The Penguins of Madagascar: Dr. Blowhole Returns Again
3650081	The Price is Right: Decades
9629301	The Saboteur
1012721	The Sims 3
3559384	The Sims 3: Pets
3555951	The Witcher 2: Assassins of Kings Enhanced Edition
2542262	Thor: God of Thunder
1930151	Tiger Woods PGA TOUR 12: The Masters
7729489	TimeShift
8237302	Tom Clancy's Ghost Recon: Advanced Warfighter 2
7294616	Tom Clancy's Ghost Recon: Advanced Warfighter Platinum Hits
9858063	Tom Clancy's Ghost Recon: Advanced Warfighter Platinum Hits
9889193	Tom Clancy's Ghost Recon: Future Soldier
9959853	Tom Clancy's H.A.W.X. 2
8115906	Tom Clancy's Rainbow Six: Vegas
9238336	Tom Clancy's Rainbow Six: Vegas / Ghost Recon Advanced Warfighter
9331644	Tom Clancy's Splinter Cell: Conviction
2823826	Tomb Raider
9064077	Tomb Raider: Underworld
8025816	Tony Hawk's Project 8 Platinum Hits
8473608	Tony Hawk's Proving Ground
6719688	Tony Hawk's Underground 2 Platinum Hits - Xbox
1315528	Tony Hawk: Shred
1972826	Top Spin 4
2248278	Transformers: Dark of the Moon
9265038	Transformers: Revenge of the Fallen
8321737	Transformers: The Game
9893348	Transformers: War for Cybertron
2643215	Tropico 4
3487029	Tropico 4
1243179	Truth or Lies
8669657	Turning Point: Fall of Liberty
3568585	Twister Mania
1012876	Two Worlds II
2432276	UFC Personal Trainer
9707935	UFC Undisputed 2010
3184908	UFC Undisputed 3
3088387	Ultimate Marvel vs. Capcom 3
9302168	Up
9707817	Vancouver 2010
1404415	Vanquish
3508275	Victorious: Time to Shine
2548405	Virtua Tennis 4
3021387	WWE '12
1974315	WWE All Stars
9194999	WWE Legends of WrestleMania
1066551	WWE SmackDown vs. Raw 2011
2749041	Warhammer 40,000: Space Marine
1973042	Warriors: Legends of Troy
3568919	Winter Stars
3071602	Wipeout 2
2598445	Wipeout: In The Zone
9261746	Wolfenstein
9215164	X Blades
2671044	X-Men: Destiny
9654087	X360-STOKED BIG AIR EDITION - X360
2540079	Xbox Live Arcade Triple Pack
2075383	Yoostar 2: In the Movies
1776209	You Don't Know Jack
1179927	Your Shape: Fitness Evolved
3651035	Your Shape: Fitness Evolved 2012
1515341	Zumba Fitness
3230198	uDraw GameTablet with uDraw Studio: Instant Artist
3847419	uDraw: Marvel Super Hero Squad: Comic Combat
